tf,target_gene,existing_stage75_edge,stage75_evidence_tier,motif_support,direct_motif_support,extended_motif_support,gse174367_atac_support,gse174367_coactivity,coactivity_sign,bootstrap_sign_stability,peak_to_gene_support,sea_ad_multiome_support,sea_ad_snatac_support,sea_ad_expression_support,donors_expressing_tf,donors_expressing_target,tf_in_final_gene_universe,target_in_final_gene_universe,direction_evidence_type,direction_confidence,allowed_model_role,prohibited_claim,source_paths,source_hashes
RELA,TYROBP,True,Tier B,True,False,True,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.99,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,0,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,AIF1,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.945,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,B2M,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,C1QC,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,CD74,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.98,proximity_only:promoter_proximal;proximal_100kb;peaks=2,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,CTSB,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:proximal_100kb;peaks=5,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,HLA-DPA1,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.975,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,HLA-DRA,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.995,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,LAMP2,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,LAPTM5,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;proximal_100kb;peaks=2,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,NFKBIA,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.99,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,NPC2,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,PRDX1,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,PSAP,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,TXNIP,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.99,proximity_only:promoter_proximal;proximal_100kb;peaks=3,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
SPI1,TYROBP,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,88,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,AIF1,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.9,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,APOE,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.89,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,B2M,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.97,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,BSG,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.97,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,C1QB,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.995,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,C1QC,True,Tier A,True,False,True,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,1.0,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,CD74,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.81,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,CTSB,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.99,proximity_only:proximal_100kb;peaks=4,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,FCER1G,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.95,proximity_only:promoter_proximal;proximal_100kb;peaks=2,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,GPX4,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,negative,0.78,proximity_only:promoter_proximal;proximal_100kb;peaks=2,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,HLA-DPA1,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.785,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,LAPTM5,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.995,proximity_only:promoter_proximal;proximal_100kb;peaks=2,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,NFKBIA,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.99,proximity_only:proximal_100kb;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,NPC2,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.98,proximity_only:proximal_100kb;peaks=2,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
STAT1,PRDX1,True,Tier A,True,True,False,not_gene_mappable_from_processed_peak_matrix,microglia_snrna_sample_coactivity,positive,0.955,proximity_only:promoter_proximal;peaks=1,exact_barcode_linkage_available_edge_support_not_inferred,processed_peak_matrix_available_edge_support_not_inferred,tf_and_target_present,87,not_recomputed_without_matrix_pass_stage81a1b,not_frozen_stage81a1b,not_frozen_stage81a1b,predicted_response_sign_from_coactivity,passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,soft_v4b_prior_candidate_with_matched_controls,validated_grn_causal_controller_or_experimentally_established_direction,results/tables/stage75_integrated_tf_target_summary_v1.csv;results/tables/stage76_perturbation_graph_edge_coverage_v1.csv,996c4e6e6c86dae1f15cbc0970f548d56dfbb69faa43cf7fc93beda8f107f4b5;f6d1b164567ce736a7f1297e5fb45f5674b31a704b743ea26f7b42e1ffff03e2
